Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAÑETE
,Departamento:LIMA,Provincia:CAÑETE,Distrito:IMPERIAL
,Latitud:13Â°4'28.82'',Longitud:76Â°19'49.46'',Altitud:116,msnm.
,Tipo:EMA,-Meteorológica,Código:113249
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/11/26,02:00,17.1,0.0,91,355,0.2
2021/11/26,03:00,17.1,0.0,90,298,0.6
2021/11/26,04:00,17.1,0.0,91,260,0.6
2021/11/26,05:00,17.0,0.0,92,270,0.1
2021/11/26,06:00,17.0,0.0,93,256,0.0
2021/11/26,07:00,17.3,0.0,92,256,1.1
2021/11/26,08:00,17.9,0.0,90,285,0.9
2021/11/26,09:00,18.2,0.0,88,270,0.7
2021/11/26,10:00,18.6,0.0,87,278,1.4
2021/11/26,11:00,19.3,0.0,84,294,1.7
2021/11/26,12:00,19.8,0.0,81,287,1.9
2021/11/26,13:00,20.5,0.0,78,283,2.3
2021/11/26,14:00,21.8,0.0,73,254,2.9
2021/11/26,15:00,21.3,0.0,74,276,2.3
2021/11/26,16:00,20.0,0.0,79,282,1.9
2021/11/26,17:00,19.3,0.0,81,266,1.5
2021/11/26,18:00,18.7,0.0,83,286,0.5
2021/11/26,19:00,18.2,0.0,84,308,0.0
2021/11/26,20:00,18.2,0.0,84,269,0.0
2021/11/26,21:00,18.0,0.0,85,283,0.0
2021/11/26,22:00,17.7,0.0,88,259,0.1
2021/11/26,23:00,17.3,0.0,91,195,0.1
2021/11/27,00:00,16.8,0.0,92,311,0.0
2021/11/27,01:00,16.9,0.0,93,45,0.2
2021/11/27,02:00,17.0,0.0,93,3,0.0
2021/11/27,03:00,16.8,0.0,93,21,0.0
2021/11/27,04:00,16.3,0.0,94,159,0.2
2021/11/27,05:00,15.8,0.0,94,334,0.0
2021/11/27,06:00,16.3,0.0,95,219,0.0
2021/11/27,07:00,16.4,0.0,96,1,0.5
2021/11/27,08:00,16.7,0.0,96,321,0.7
2021/11/27,09:00,17.8,0.0,91,282,0.7
2021/11/27,10:00,18.4,0.0,87,298,2.5
2021/11/27,11:00,19.1,0.0,83,296,1.7
2021/11/27,12:00,21.4,0.0,73,270,2.6
2021/11/27,13:00,22.0,0.0,72,282,3.6
2021/11/27,14:00,21.8,0.0,72,285,3.2
2021/11/27,15:00,22.4,0.0,69,286,3.5
2021/11/27,16:00,21.8,0.0,71,302,2.8
2021/11/27,17:00,20.5,0.0,75,292,2.5
2021/11/27,18:00,19.0,0.0,80,294,0.4
2021/11/27,19:00,18.3,0.0,84,320,0.1
2021/11/27,20:00,17.8,0.0,88,287,0.1
2021/11/27,21:00,17.4,0.0,90,267,0.0
2021/11/27,22:00,17.2,0.0,92,9,0.1
2021/11/27,23:00,17.0,0.0,92,244,0.0
2021/11/28,00:00,16.7,0.0,93,44,0.0
2021/11/28,01:00,16.6,0.0,93,60,0.0
2021/11/28,02:00,16.3,0.0,94,52,0.0
2021/11/28,03:00,15.8,0.0,94,220,0.1
2021/11/28,04:00,16.1,0.0,95,282,0.0
2021/11/28,05:00,16.2,0.0,96,171,0.0
2021/11/28,06:00,16.3,0.0,95,80,0.0
2021/11/28,07:00,16.5,0.0,95,202,0.4
2021/11/28,08:00,17.1,0.0,92,182,0.2
2021/11/28,09:00,18.8,0.0,83,273,0.2
2021/11/28,10:00,21.2,0.0,74,331,2.0
2021/11/28,11:00,22.2,0.0,72,278,3.3
2021/11/28,12:00,21.9,0.0,72,278,2.9
2021/11/28,13:00,22.7,0.0,69,274,2.9
2021/11/28,14:00,22.6,0.0,69,295,2.9
2021/11/28,15:00,22.6,0.0,68,284,3.0
2021/11/28,16:00,21.6,0.0,71,281,2.4
2021/11/28,17:00,20.4,0.0,75,291,2.0
2021/11/28,18:00,19.5,0.0,79,289,1.5
2021/11/28,19:00,18.5,0.0,84,286,1.4
2021/11/28,20:00,17.8,0.0,87,284,0.9
2021/11/28,21:00,17.5,0.0,88,290,0.5
2021/11/28,22:00,17.2,0.0,89,239,0.0
2021/11/28,23:00,17.2,0.0,90,241,0.1
2021/11/29,00:00,17.4,0.0,89,288,0.1
2021/11/29,01:00,17.5,0.0,88,341,0.5
2021/11/29,02:00,17.3,0.0,89,305,0.1
2021/11/29,03:00,17.2,0.0,89,81,0.2
2021/11/29,04:00,17.2,0.0,90,5,0.1
2021/11/29,05:00,17.1,0.0,90,226,0.1
2021/11/29,06:00,17.2,0.0,90,10,0.0
2021/11/29,07:00,17.5,0.0,89,207,0.5
2021/11/29,08:00,18.0,0.0,87,258,0.9
2021/11/29,09:00,19.8,0.0,80,311,1.2
2021/11/29,10:00,21.0,0.0,76,273,2.6
2021/11/29,11:00,21.7,0.0,73,272,3.3
2021/11/29,12:00,22.2,0.0,71,280,3.6
2021/11/29,13:00,22.8,0.0,69,288,3.5
2021/11/29,14:00,22.8,0.0,68,282,3.4
2021/11/29,15:00,22.4,0.0,68,293,3.2
2021/11/29,16:00,22.4,0.0,67,276,2.7
2021/11/29,17:00,21.0,0.0,72,279,1.7
2021/11/29,18:00,20.0,0.0,74,297,0.4
2021/11/29,19:00,19.3,0.0,77,293,1.2
2021/11/29,20:00,18.4,0.0,84,275,1.3
2021/11/29,21:00,18.1,0.0,86,289,0.4
2021/11/29,22:00,17.8,0.0,86,295,0.0
2021/11/29,23:00,17.8,0.0,85,267,0.0
2021/11/30,00:00,17.7,0.0,86,17,0.6
2021/11/30,01:00,17.6,0.0,87,48,0.0
2021/11/30,02:00,17.5,0.0,87,259,1.1
2021/11/30,03:00,17.0,0.0,90,268,0.4
2021/11/30,04:00,16.8,0.0,92,252,0.4
2021/11/30,05:00,16.8,0.0,92,250,0.1
2021/11/30,06:00,16.8,0.0,92,277,0.0
2021/11/30,07:00,17.3,0.0,90,255,0.5
2021/11/30,08:00,18.3,0.0,85,291,0.8
2021/11/30,09:00,19.6,0.0,80,304,0.9
2021/11/30,10:00,21.2,0.0,75,311,1.7
2021/11/30,11:00,22.5,0.0,70,272,2.6
2021/11/30,12:00,23.0,0.0,67,259,3.1
2021/11/30,13:00,22.8,0.0,67,282,3.1
2021/11/30,14:00,23.3,0.0,64,271,2.8
2021/11/30,15:00,22.5,0.0,66,263,2.3
2021/11/30,16:00,22.1,0.0,68,280,2.0
2021/11/30,17:00,22.7,0.0,65,286,2.1
2021/11/30,18:00,21.7,0.0,68,291,1.6
2021/11/30,19:00,20.1,0.0,76,301,0.8
2021/11/30,20:00,18.8,0.0,81,314,1.1
2021/11/30,21:00,17.8,0.0,87,303,0.1
2021/11/30,22:00,17.3,0.0,89,314,0.0
2021/11/30,23:00,17.0,0.0,90,39,0.5
